Comment_ID,Text,Sentiment
6994,Qalqalloota Ummatni Oromoo erga Isinitti beekkatee bubbuleera.,Negative
6995,"Maal si galche? Uummatni gammadee fudhateeraa.
Kun ajandaa siyaasaa ta'uu hin danda'u. 
Warri OMN Kun isin Dhuguma Oromoodhaa? Moo maqaa Oromootiin daldaldaltu?
Mee akka namaatti yaaddu yoo ta'e DXI Boolee yoo dhiphate, furmaata maalii keessa ati? Samiirratti akka ijaaramu moo eessatti akka ijaaramu barbaadde ati?",Negative
6996,"Miidiyaa Rakkoo!
Isa akkasii kan nutti sakkasu yoom dhabne nuti dhala gidiraa",Negative
6997,"Raajii sadi, proojectiin akkanaa waggaa dhibba keessattu hin argamuu, kana qeequn dhibee sammuu malee waan biraa ta'uu hin danda""u..",Negative
6998,"Mootimmaanuu ummata isaa akka godhu hin dhabuu isin usaatuma tatta'aa.

Dantaa keeysaniif malee dhimma sabaa quba hin qabdanii",Negative
6999,Kun yaada Qajeelaa miti!!!! Projeektii uummata keenya fayyadu akkasii hambisuufi moo Intention Yaada kana duuba jiru maaloodha. Shame on you OMN!,Negative
7000,Affuuffaa daran gadi bu'aa akkanaa kana ammas ittuma jirtuu! Ummanni bituu dide afuuffaa kijibaa! Yoo biiznasii hijjachuu feetan waan dhugaa fakkaatun kootta!,Negative
7001,"Qaamni ijaaramuu piroojektii kanaa mormu, qaama guddinaa fi misooma biyya kanaa hin jaallannedha. Waanti beekamuu qabu, sababa piroojektii kanaan qonnaan bultoota lafa isaanirraa ka'aniif, xiyyeeffannoo guddaan haa keennamu. Kanarra kan darbe, olola waa'ee hin baafne odeessuun gaarummaa hin qabu.",Negative
7002,Biyya Tuulamaa jedhan se’e ,Neutral
7003,"Qoyi dhaqee dabire birhanittii haa ijaaramuu
Beenyaa gaafachuun sirruma. Garuu kanas ta'ee sanas buufatichi oroomiyaaf projeektii qaaliidha",Neutral
7004,Inaaffaa guddina biyyaati kun!,Negative
7005,Qonnaan bulaaf beenyan sirriin ni malaaf. Misoomni immoo Oromiyaaf ni mala. Osoo Bahar daarii fi Dabrabirhanitti buufanni xiyyaaraa kun hundaa'ee immoo iyyi OMN kan biraati.,Neutral
7006,Ayyii OMN ergamtuu Baandaafi baadaa maalif guddina oromoof xannacha taatuu laata?,Negative
7007,"Arraaba fi yaada kaasareen ummaata offiitti qabachuun abadan hin danda'amu oromoon beekaa dha ,hubateras wa'ee Abbichuu lafa gogee,muka bala harcaafate,imimmaan harmee oromoo ishe godoon ittii jigee fi Ardii torbantuu ragaa dha dhis dubbii",Negative
7008,Yeroos bakkas isiniif hinqabu oromoon...,Negative
7009,Bardaritti sinif yaa ijaramuu kaa,Negative
7010,Buufaa kee nurraa dhiisi,Negative
7011,Osoo minjaar shankooratii ijjaramees mormii! Maal wayya dhiroo?,Negative
7012,Akkas gadi bu'uun miidiyaa kanaa garuu nama gaddisiisa.,Negative
7013,Ishii Oromoon Oduu Keessan dhageefatu yoo jiraate Dhuguman kan isiniif gabroomedha☹️,Negative
7014,Maaf Gondoritti ijaaruu didaniidhaayi jarittii nana,Negative
7015,Arraabni oduu bare utubaatti hasaasa jedhan,Negative
7016,Ossuma Mortuun Mortuu kan jedhan sun Amma nati mulatee,Negative
7017,Oddu dhisa biyyii gudina Adara jirtii waliratii kawuu osso dhifitani garidha kayyoo kessan walalee mulata biyya kana jijira jiruu deegara yoo barbanu jettan Calisaa laalaa,Neutral
7018,"Isin Hin birmattanii? Warri afaanni tabba hin qabne,Waliin dhooftuun. Kottuu birmadhukaa! Fudhuu Badi Qophii kee Qophii sobaa fi jeequmsaa afuuftuu?",Negative
7019,Tulluun sitti haa jiguu maal iyyita tuulamni yoo misoome bareeda isini misoomuu sabaatu isini aarsa sababiini isaa yeroo mara misooma biyyaa waan mancaasistaniif.,Negative
7020,Asii jalqabsiisnaan isin immoo qeeqa dhiyeessituu? Safuu dha,Negative
7021,Misoomni maaf misooma jettuumoo uuuuuu kun aad male. Mee ilaala dawwiti yaada keessatti,Negative
7022,Yom guddaatu garu issin,Negative
7023,"Goomattuu!! Ofumaa dhamaata, utuma atii fi fakkaattonikee iyyitanii projektootni hedduun hojjetamanii uummataaf tajaajila kennaa jiru, biyyi keenya jijjiirama guddaa argisiisaa jirti garaa keessaan muradhaa biyyi misoomatti jirti. Isin callisaama iyyaa oolaa. Goomattuu (x100000)",Negative
7024,"Jalalaa biyyaa waan jedhamuu beektuu garuu????piroojektiin ijaaramaa jiruu kun kan eenyuutti?amalaa badummaa yoom dhiiftaan isin?? Ummataa keenyaaf biyyaa keenyaaf waan ta'uu hojjaata jira,Misoomni itti fufaa barri kan badhaadhinatti",Negative
7025,Birmannaa deegarsa misoomaa barbaadu tuulamni. Akka isin jechaa jirtanii miti. Osoo kan iyyu iyyu Biyyi teenya sadarkaa addunyatti ol mul'achuuf deemti.,Negative
7026,Maal beektu waa’ee tuulama dhala  Ahmed Giragn,Negative
7027,Lammata  wallaggai waaee tuulama dirmachuu hinqabu.kan kanaan duraayyuu argineerra bu'aa isaa.,Negative
7028,"Misooma dhabneef....bo'aa

Misooma argannef bo'aa wanni keessaan Kun gadii galoo wayii",Negative
7029,Rakkoon ummataa ammaa rakkoo bufataattii  dhiroo .,Neutral
7030,Akkasumaan hin bohinaa kun oromiyaafi naanichaaf carraa guddaa dha,Neutral
7031,Ifi dhibdan akka yoroo dabre sobdu Amma siif himijaahu tulamni misooma jira,Negative
7032,"Waan hunda hin morminaa. 
Wanti faayidaa qabu  kamiyyuu miidhaa akka geessisu beekamaa dha. Wanti guddaan ummatichi akka hin rakkanne fala kaa'uu wayya.",Neutral
7033,Omn hinafttudha gadhe maraa hojii kessaa fallaa qofaa yeroo maraa,Negative
7034,Atii afuufii ummannii hojiirra jiira,Neutral
7035,Guddina biyyaat jibbiti moo akkam Sila.,Negative
7036,Misomaa jibbuun jalqabame moo sila tokkoffa motummaa ummata kanaf mana ni ijra qarshii hojiif ta'u ni lataf,Negative
7037,Dadhabina olbahe!,Negative
7038,"Callisaa nurraa, uummatichaa yaadduuf yoo taatan meet namuma tokkoof viisaa hojjisiisaa!",Negative
7039,"Maal ta'uu qaba ture?
Lafti Qonnaa hanga dhumaattuu lafa qonnaa ta'ee itti fufuu qaba ture?
Warra irraa buqqa'eef beenyaan madalawaa haa kennamu.",Neutral
7040,"Afuftu. Itu naannoo biraatti ijaarame waan biraa haasofta ture. Kun guddina tulamaa addunyaa irratti kan guddisu dha. 
Yeron kun lafa dhunfatani irra ta'u miti Sammu misomsu, lafa misomsudha. Kun carraa guddaadha. 
Baga gammane!",Neutral
7041,Booyee boochisaa isin booyaa dhiirri hojii haa hojjatuu,Neutral
7042,Miiqqaanya waanuma mormiitanii fii waanuma hin morminee illee hin beektanii jaanjoo,Negative
7043,Xiinxaalaan tokko tokko farra guddina biyyaatii.,Negative
7044,Ishee kanallee dhiisaa biyya kanaaf buufanni xiyyaaraa sadarkaa isaa eeggate hinuma barbaachisa. Osoo dandaa'amee Godinaalee hunda irrattiyyuu ijaaramee gaariidha.,Neutral
7045,Birmadhaakaa maarree,Negative
7046,Eenyuu misooma gufachiisuuf akka isinii birmaatu barbaddaan? Isinumti koottaa biyya galaati namni iyyee yoo jiraate ni birmattuufi,Negative
7047,Ani comment ilaaluu dhufee!Baayyee kolfee......garuu girriisan commentii kenna  hinjiruu.abdii kutatee jira ta'a.,Neutral
7048,Kijabdoota kijabaan keessan yeroo irraa darbee jira,Negative
7049,"Omn ,shanee,Juwar , hundi keysan same whatsap groups ummata gadi galoo akka oromoon gadi malee ol him deemne namni fedhuisinii budaa wal geysa ta amma dura isin jala fiigneef rabbiin nuuf haa dhiisu things is not the same anymore deema gowwaa barbaadadha project kamiiyyuu oromiyaa keysatti haa ijaaramu akka ummanni keenya umrii saa guutu hiyyummaan jiraatu feetan tuulama sagalee dhabe hayaa wi budaa garaa keysaniif iyyatan lakki oromoon ykn kan oromoof yaadu isin qofa warri kaan oromoo miti hell no deema hallayyaa ceerbe seena summii ummata summi",Negative
7050,Maal jettan warri ergamtuu?waa'ee nama du'aa jiruu maaf hin dubbanne?rabbi isin haa cufubboo,Negative
7051,Egaa biyyi maaf misoomtiifis iyyaa immoo silaa iyya malee waanti uummata kanaa buuftan hin jiruu,Negative
7052,Samii irratti ijaaramuu qaba moo Maqalee deemuu qaba ree,Negative
7053,akkam tahuu qaba jettuu warra gad yaaddan kun?,Negative
7054,Misoomni Tuulama hin ilaallatumoo?,Negative
7055,Dhiigaan fi waan qabnun Harra Yoo falmin Boru Wonni Hafu jiruu,Negative
7056,Oromo oromoof yaduu hin fakkatina omn sobduu tatanirtuu,Negative
7057,Biya kabulchaa jiru tulamaa oduu mali ofaa jirtu sila?,Negative
7058,Gaxee haaxa keessanii,Negative
7059,Miidiyaa Odeessee bulaa,Negative
7060,Warra beeku hin dhageessani Yookaan Ofii beekumsa hin qabdan. Maal kun Miidiyaa Iyyituun,Negative
7061,Hay warra gufuu misoomaa fi guddinna,Negative
7062,Warreen gufuu guddinaa isin ajandaa hin dhabdani mitii Waaqayyo isin haa abaaru biyya lafaa kanarraa!.,Negative
7063,XIINXALA MOORAA,Negative
7064,Post kana daftani akka kaastan abdiin qaba,Negative
7065,"Dhuguma moo fagaara haadha keessanii yeroo uumanniu kallatti meeqan boo,aa ooluu afaan cuqqaalatte ammammoo misoomni eegaluuf jennan danqarsaa kaa,uufi
Midia keessan fudha boola lixa",Negative
7066,"Mee kun maal isin fayyada!
Rakkoo ummataa yeroo ummaanni isiniif ergu hin dabarsitan. Yeroo mootummaafi ummanni misoomatti kae isin garaatu isin gubata!
OMN hin jadhina Garaa Media Network GMN  jadhaa of waamaa!
Rakkoo ummatni akka isin mootummaan geessitaniif isiniif gara keessaatiin barreeffame kumootaan lakkaawamu dhiiftaniiti wantoota ummata mootummaarratti kaasu hojjachuu yasltan naggaadee!
Waan ummataafi mootummaa walitti araarsu rakkoo bulchiinsa gaarii, rakkoo malaammaltummaafi dhiibbaa instiityushiniin adda addaa namootaafi garee adda addaarratti geggeessan hin dhageessan. Kuni Egyptian Media Network EMN malee OMN miti. OMN  akka ambaatti sabaaf lallaba, misooma sabaa jajjabeessa malee mastar pilaan hin jadhu.",Negative
7067,Oduu biraa hin qabdanii?,Negative
7068,Iyaa kessaan dadhabinee ammaa,Negative
7069,Itti keessan ittifufa;misoomnis ittifufa.,Negative
7070,Abidaariin tuulamaa sitti haa iyyu.,Negative
7071,Dajane comment hindubistuuyi?,Negative
7072,"Miqanya ( qanyiftuu,inaaftuu ) addanyaratti  osoo inaaftu irratti dirgomin jiraate 1ffaa baatu sila",Negative
7073,Ammahoo ofirratti alba'aa jirtu dhugaa. ,Negative
7074,Inaaffaa ta'uudhaa?,Negative
7075,Uummata oromoo biyyaa isaarraa buqisuu qofa faayidaan saa,Negative
7076,Gara #Maccaatti nuuf haa dabarsaniiree carraa akkasii? Namni ni dhiibama jedhamee dirreen xiyyaaraa eecha haa tahuree?,Negative
7077,"Gaafa Tuulamni iyyu Oromoon dhaqqabeera, Amma Iyya Misoomaa deeggarsaaf malee Cabsuuf hin dirmatu Oromoon!",Neutral
7078,Gufuu Misooma #Faarsee Bulaa Bultoota #Sobaa Odeesitanee nyaachuu irraa Distii worraa faraanjii dhiqxaanii hin nyaatanu,Negative
7079,Badibboo deemaa waan biraa odeessa.,Negative
7080,tish saroottan ergamtoota gibxii ta'uu keessan daran agarsiisaa deemaa jirtu qeequun akka jirutti ta'e waan misooma biyyaa ta'e bira gaafa faallaa dhaabbattan mataatu isin qollofamemo maali xiriirii qofa male copha tokko ummataaf kan hin buufne isinuma agarre,Negative
7081,Walmormuu qofa miti; waldeeggaraa wal mormuu wayya,Negative
7082,gondoritti haa ijaaramu jettaniiree  amma,Negative
7083,Isiin kanuma hafufaa wale hula,Negative
7084,Dhisa warri misomaa irratti gufu tatan??????,Negative
7085,Gadhoota,Negative
7086,Dur waan gaarii ijji isin hin agartu,Negative
7087,Tuni misooma miti waan ittin uummata Raffistan Yoo jiraanne ni misoomsina ykn maal fayyada,Negative
7088,Mee coment ummata dubbisaa dhaloota hudduun yaadu isin,Negative
7089,"Midia booichaa kana block gochuudha ofirraa, akkuma jaarra 16ffa oromon akka saawwaa waliin jooruu fi qotiyyoon lafa qotee jiraatu hawwituuy moo buufati xiyyaara kun dhaqee akka gondor tti ijaaramu barbaaddu?",Negative
7090,"Iyyi kan maccaa, qoosaa sitti fakkaannaan, kan tulamaa warra kaasaan latameefii manni ijaarameefi tu si yaachisee? Oduu",Negative
7091,OMN miidiyaa farra misoomaa taatanii? Eessatti haa ijaaramuree? Ummata hin burjaajessinaa. Nuti nagaaf misooma barbaanna. Ummataaf yaaddanii duutan.,Negative
7092,Gadi galoo; guddinni biyyaa maaliif si hinaafsisa?,Negative
7093,Please warrii maqaa OMN tiin account banattee midia guddaaf kabajama kana arrabsiistuu otoo adabattee siif wayya,Negative
7094,Ajaandaa oduu argattanikaa afaarsaa wan dubbattanii dhabdaanittuu,Negative
7095,"Qonnaan bulaan beenyaa argachaa jira.
Isiin warri OMN iyyaa keessan itti fufaa.",Neutral
7096,Buufanni kun oromoof waan gaarii fidee dhufa malee waan miidhu hin qabu garuu midiyaan kasaree kun OMN jechuukooti akka waan miidha qabuuti odeessun isaa miidhama oromoo malee bu'aa oromoo kan hin feenedha,Negative
7097,Dhala Gadadoo asiin ammoo dhuftanii?,Negative
7098,Qaamni project guddaa dachee Oromiyaa irratti ijaaramu carraa hojii guddaa uumuu dinagdee ummataa jijjiru mormuu diinaa guddaa ummata oromooti.xiqqoollee illee hin saalfan isiin girrisaa jawaarii fi ergamtoonni baandaa,Neutral
7099,Misoomaa biyyaa qeequun furmaata siyaasaa miti yaa warraa OMN misoomaa jajabeessuu Aadaa taasifadha.,Negative
7100,"Jarana Jaarraa 21ffaa keessa akka jirru quba hin qabani, eraan Kun kan oduu osoo hin taane kan hojiitiim dhiisa maaloo muudiin keessan hin naffa'uum hooooo",Negative
7101,Project kufaa,Negative
7102,"Arraabni oduu bare bulluqa alaakfata jedhan!
Sammiirratti haa ijaaramuree?",Negative
7103,Saren sitahiyitu,Negative
7104,Oduu fi hojiin tokkoo miti. Isin irratti barameera dhiisaa!,Negative
7105,Salami. Ofumakeetii sammuunkee hin hojjetu,Negative
7106,Namni sidhagahu hin jiru   afuuftuu miqanyaa,Negative
7107,Oduu fi Hojiin wal hin argu ? Isiin Maaltu isiin Naqee Ijaarsi kun Ijaarsa Biyyaa keenyaati malee biyya keessan keessatti ijaaruuf hin yaanuu .,Negative
7108,Sammuun waan gaarui hojjechuu hindandeenye dabaaf dorgomaa hinqabu jedhan   jettanii karaa kana dhuftaniimmo uummanni abbuu seera eessa qubsiifame dura gaaffi kanaaf deebii barbasnna,Negative
7109,"Maal ta'uu qaba ree projectiituu hafamoo, qote bolaan biyyuma kana qofaa buqqa'ee?",Negative
7110,Waanuma hunda hin mormiina isinimmo,Negative
7111,Hojii hin qabdanii,Negative
7112,Qotee bultoota achirraa turanif Manni jireenyan ammayya ijaaramefi jira! misoomni Essatti ijaaramare samitti ol haa baasani?,Negative
7113,Oduu qofa oddeessitu.,Negative
7114,"Eeysatti hojjetamuu isaa barbaaddaniree?

Namni isin dhagau hin jiru",Negative
7115,Kunis jiraa?,Neutral
7116,Eenyutu guddisa?,Neutral
7117,Ulfa baasun midhaa akkami fida,Neutral
7118,dubartiin lilmoo fudhachaa turtee yoo dhiiftu daa'imammoo yoo barbaaddee qabuu yoo dide maal gochuu qabdi?,Neutral
7119,"Mee worri dahuun danddeenyee dhukkuba maalii yoo qabaatanidha,",Neutral
7120,Dr please anaa wanii naa hin gallinii jiraa wanitonii kunii guyaa meqaa iraa namaratii mullidhataa please naa debisii,Neutral
7121,Maaloo dor Kanaa naf himi marsaa laaguu torbee lamaati Debbi ee dhufee garu gidduuti wal qunamtii yoo gootee postipilii faayyadate kanaf torbee lamaati dhufuun isaa maalatoo dhulfaa ta u dandaa Raabbii jedhii naf deebbissii,Neutral
7122,Malto 3 ofiratii argeraa yarbii naa tasiisii,Neutral
7123,Dr nyataa kamatuu barbachisa nyata kamtuu dhorkamaa firaa fire kesa,Neutral
7124,Dr malo gafii tokko issin gafadha anii laguun koo yeroo tokko tokkoo ji'a tokof guyya kudha shan faa turaa naa dhufaa malidhaa maa naaf denisaa,Neutral
7125,Malaa ittin.ulfaa.basaan,Neutral
7126,Dr ulfi yerroo jalqabaf xiqate mulatu Kun hanga yomiti,Neutral
7127,"Dubartiin tokkoo laguu utuu hin argin, utuu hoosistuu ulfaa'uu ni dandeessi Dr...",Neutral
7128,Garaa hamechuni malii,Neutral
7129,Qusannaan waggaa sadi yeroosarra yoo darbe rakkoo qabaa?,Neutral
7130,Dr dubartiin tokko deetee osoo marsa laguu hin argiin ulfi ta'uu danda'a?,Neutral
7131,Olcabsaa jechun mal jechuudha Dr,Neutral
7132,Dokotor Wal qunamti sala gote ergasi marsan lagu al toko siti dhufe boda ulfi hafu hin danda,Neutral
7133,Thank you bro,Neutral
7134,Yeroo ulfaa laguun dhufuu danda'a?,Neutral
7135,Dr dubbaartin erga ulfoofte booda gara jalqabatti mallattoo dhigaa argittu maal tahuu mala?,Neutral
7136,Gowwaadha ati,Negative
7137,Yoo haasoftuu akka hayyuutti haasa'ii irraa hin deeddeebi'inii. Beekumsa keetirraa haasofta moo namatuu barreesse sitti kenne?,Negative
7138,"Dr dubbartin tokko yoo ulfi garà bahe ji, a meeqati marsa lagu argu dandeessi",Neutral
7139,Pilis gafii qabaa doktoor,Neutral
7140,Doctor jalaqaba dubartootan yeroo ulfa jalaqaba maaliif gaaraan dhukkubba sabababini isaa maalii akkasumas Furman isaa hoo maalii,Neutral
7141,Abortion ta'uu danda'a,Neutral
7142,Lakkki hin uumamu.yoo Walqunnamtii saalaa irra deebitee hin raawwatin,Neutral
7143,Ol cabsaa jechun mal jechudh,Neutral
7144,Dr gafii qaba,Neutral
7145,Dokoto kiniini ulfaa dhorku yoo nyaatani haafu ni daanda,Neutral
7146,Ulfaa ji'aaf torbee lamatii mallaton dhigaa malif muldhata,Neutral
7147,"Marfee ji,a 3 yoo waranatin lagun ji,a ji,an namati dhufaa akkami please",Neutral
7148,Garaa hammeecha maaliif Dr garaa nama cininaadha?,Neutral
7149,Doktor dawa dhukuba bakteriyaa naf himime,Neutral
7150,Ulfaa ree comenti kee amma argee,Neutral
7151,Oli cabasafii gara hamesaa jechuni malin,Neutral
7152,Hi dr namnni erga sex goodheen booda post phill erga fayadame periodin isa Yoo Xiqqoo Xiqqoo duwwa mullatee bade ulfahera jechu ni dandeenga ? Guyya sadiif dhiga bayye osoon tanne kan akka gurachaafi dhigaan maka Yoo tahe ?? Pls naaf bareessi,Neutral
7153,Ulifa ji'a 3 malatolee akkami qaba?,Neutral
7154,Gafii dhunfa wayee ofi akamiti isin gafachun dana'ama doctr,Neutral
7155,Dr duubartin ulfa yoo duuydaan ciiftee ykn raaftee raakoo qaab?,Neutral
7156,Dhifama olcabsan malii,Neutral
7157,"Dr gafii tanaa naf debisa anii ofii marsaa laguu hagaa naraa dhabatee tobbee lama anii garuu ulfa hin qabuu jedhee kininii ulfaa dhoowiituu fayyadamaa jiraa yoo akkaa tasaa ulfaa qabadhee kininii anii nyadhuu da,iimaa iratii miidhaa gesuu hin deesii✅",Neutral
7158,Lakobsa keessaani nufi ergaa,Neutral
7159,Garuu Sagalee dabbali sagaleen kee hin xiqqaata,Neutral
7160,Ol deebisaa ykn hoqqisiisuu jechuudha,Neutral
7161,bakka hojii koo Dhuftee qaaman nu dubbisuu hin dandeessuu?,Neutral
7162,Olcabsaan maali,Neutral
7163,"Dr pls gaffii kana naa deebisa.dubartii takka ulfii gara haffe .dhigni xiqqoon ykn bleed Spot.) Inni jedhamu sunii.ji,uma jalqaba qofa argitii moo ji,umaa hunda. Naaf deebisa pls barnnoni keessani heddu nama tola gallatoma.",Neutral
7164,Dr mee garaani osoo addaan hin kuutin torbee lama olif nama iyuu akka wan dhangalana'i itti bayyete godhatu rakkoo malitti maloo maloo bareefama koo argitani birra hin kuutin,Neutral
7165,Dr marsa lagu koo gafa 29 nati dhufe gafa bultii 12wal qunamati tasise akkumuma goorsa keessani wal qunamati booda kininii sati 72sana fudhe garu ama mallatoo harama dhukkubii dhidhita'u naati multaa kunni ulfaa musila malo naaf debisa dhifama wajjin hari guyyaa 22 ana garu gafa 29 kan du'i koo nati dhufe ama hin dhufune ergaa abba mana koon wal arge moo torobe 3 ama harama naa dhukuba kuni hafu ulfaa mulisa moo malidha?,Neutral
7166,Dr mee lakkofsaa kessan asi jelatii naf baressa,Neutral
7167,Galaatom barumsaa bareeda ammas jabaadha gaara youtube kana irraa hinfagaatina oromoon keenya hojii qabdanuun asi baha,Neutral
7168,Dr Gaffii qaba pls yoo dandeesse Telephone naf barreessi,Neutral
7169,baga nagaan dhuftaan doktor dhifamaa wajiin karaa keessatin gaffii wahi isiin gafachuu fedhaa halaa kamiin isiin eragadhaa?,Neutral
7170,"Dr. Wali qumanti EGA godhani boda bulati 3 ture utu jini hin ga,INI yo bulati2 fi. Laguu aragni ulfaa ta,a jrchu dha pls na debisa ????",Neutral
7171,implanii ergaa of irraa basee ulfauf yeroo akkam fudhataa dafanii ulfau nii dandamaa?,Neutral
7172,Dr dhifamaa gafii koo naa debisii marsanii laguu guyaa 23 namatii dhufuu sir moo sir mittii ???,Neutral
7173,Gaafii keessan arginee jirra. Har'a sa'aa 9 :00 tti karaa live dhufnee deebii isiniif laanna.,Neutral
7174,Karaa telegiraamii na dubbisi,Neutral
7175,Olcabsaa jechuun hoqqisiisuu jechuudha,Neutral
7176,Ow sorry naaf ergitee turteeyii?,Neutral
7177,Marsaan laguu guyyaa 23 n sitti dhufa taanan sirriidha. Marsaan laguu fayyaalessi guyyaa 21-35 jidduutti namatti dhufa. Kanaaf kan kee sirriidha.,Neutral
7178,Oso.marfe.qaban.hafuu.ni.danda.a,Neutral
7179,Yoo dhiigaa xiqqoo argite hoo yeroo xurii lagguu,Neutral
7180,Dr waan gaarii nutti himtani. Durboonni gorsa kana dhaggeeffadhaa,Neutral
7181,maloo. dhifammaa wajiin kaan. naaf debbisii sanyii laguun koo. hafee. jenaa manaa yalaa demee ulfaan na jedhaan ok jedhee turee jenaa debbee laguun koo natii dhufee maali jechudhaa maloo,Neutral
7182,Ol cabsaa malii???,Neutral
7183,"Kun telegram group ani hoogganu. Achirraan miseejii naaf ergi
 https://t.me/+QqieGH5ANrk4MWZk",Neutral
7184,Waa'ee maalit dubbataa jirtaa?,Neutral
7185,Gaafii keessan arginee jirra. Deebii isaa karaa live dhufnee isiniif deebifna. Guyyaa fi sa'aatii live itti seennu isin beeksifna,Neutral
7186,Hayyee dura ulfa ta'uun kee erga baramee deebiftee dhiiga agarraan Ulfatu sirraa bahaa jira ta'uu danda'a waan ta'eef gara hospitaala sitti dhiyoo jiru deemii ilaalami obboleettii tiyya.,Neutral
7187,Durbummaa yoo jiraateedha mitii kan deebiee bahu dr akkamitti laaltukanammoo,Neutral
7188,Dr sanyiin kormaa hanga guyyota meeqa qama shamaras keessa tura nuuf hojjadhu,Neutral
7189,Dubbi hin baayyisin,Negative
7190,"Dr kiyyaa qali 
 1. Gafin kiyya dhirii tokko osoo nif dubartootaa /dubarti walin walqunamtti sala hin godhin hagam turu danda'aa ykn wal qunamti salaa malee yeroo dheeraf yoo ture maaltu isaa mudachu danda'aa?
 2. Dhukubni isa niqaba ?
 3. yoo dhukuban qabame ho gosa dhukuba kamin qabama ?",Neutral
7191,ammaa guyyaa meqaati baa,Neutral
7192,"Eessumatti barattanii warri oromoo kun waa,ee ka,aa?",Neutral
7193,Dhigaa yoo wolii faakkachu dater dhiibbee Hiv nama hin qabu,Neutral
7194,Pls doktori kininii ulafaa yeroo adaa kutee dhibaa inii fiduu malii dhaa ...????,Neutral
7195,Dr I have had my periods for three years and five months before my baby then when I was pregnant it came to me for two months and then it didn't come to me,Neutral
7196,erga wal funee jiha 4 ii,Neutral
7197,Biredan namara bade guya meqati garan nama taha,Neutral
7198,Duban akmit godhma,Neutral
7199,Dr Mal jechudhaa,Neutral
7200,Gaafi gaba dr akkuma ka dhiira gara dubartoota seenu ka dubartoota gara dhiira seenu dandaha? Isparmiin jechuu kiyya,Neutral
7201,Ulfi fedhii rabbiitin taha gurba sobakee nurra dhaabi,Neutral
7202,Sababa balaatef,Neutral
7203,Ufi gafa guya meqa besisa 4:15,Neutral
7204,Kaan dubbaratota hoo haammam baayini isaa,Neutral
7205,Maalif gadi baharee ammayyuu deebi'in hin deebifne Dr .sababa isaa nuttimi,Neutral
7206,Doctor dhiiri.tokko durbumasaa maalii beekaa,Neutral
7207,Ani wani toko wani na gale jira ya dokotori,Neutral
7208,MaalifSababiniDhangala'u?,Neutral
7209,"Yoo dubartiin wayita ittisa ulfaa irra jirti ta'e hoo, spermiin Qaama dubartii keessaatti ni hafaa ?? Yo hammi baay'ee bahee, muraasi keessatti hafa ta'ee maal fayyada? 
 Kaanoo Dhiiga dubartiitti makamee ni cululuksa jedhu Dhugaadha doctor?",Neutral
7210,Dhiri durbuma qaba sila,Neutral
7211,​ @Obsee4495 maal yoo godhaan namaa dhisaree,Neutral
7212,Infekshini qama salata ta'u danda'aa.yalamuun ni danda'amaa.,Neutral
7213,Dr maloo dubartiin takkaa ulfaa tatee hagaa ji'a meqaat wal qunaamti sala gagesaana mee naat himi maloo,Neutral
7214,"Doctor ispeermin dhiraa ulfaa umuu irraan kaan hafee fayidaa biraa dubaartif hin qabuyi 
 
 Fkn dubaartin tokkoo qusanaa mattii fayyadamti yoo tahee 
 Isparmiin ommaa eshi hin fayaduu jeechudhaa 
 Pls Doctor naf deebisii",Neutral
7215,"hagaa ji,a 3",Neutral
7216,Ji'a 5-7,Neutral
7217,Hangaa ji'a torba,Neutral
7218,Doctor gaaffii tokkon qaba.Innis shamarri ispermii qabuu? Ni dhangalaasuu?,Neutral
7219,Dr ani lagun kiya yero egate hin dhufu malif garu,Neutral
7220,"Dr.yeroo baayyee dhiirootin, dhibee daddarbaan kaneen Akka dhukkuba dhirra,Choopxoo,HIV,fi kkf dafaan dhiroota argatuu,maliif?",Neutral
7221,adera rabbi jedhi dhukkubin maata maali sababani isaa,Neutral
7222,Haala qilleensa fi baayina hojiti si duwa miti,Neutral
7223,adera rabbi jedhi naa himi sababin maata dhukkubi maali,Neutral
7224,Dr. Dhuunfaan sin aasofsiisuu barbaadeen ture karaa kamiin sin quunnamuu danda'aa,Neutral
7225,Dr. Dubartiin tokko gaafa guyyaa 1 marsaan laguu itti dhufee hanga guyyaa shanitti yoo irra turee guyya 5 booda irra badee ishiin immoo gaafa guyyaa 19-26 keessa guyya tokko yoo walqunamtii saala raawwattee marsan laguu ishii gaafa 29 ykn marsa itti aanuu arguu dandeessi?? Ykn itti dhufuu danda'aa???????,Neutral
7226,Dr ispeermiin dhiira eddaa qaama saala dubartiitti keessattii dhangala'ee maalif ishee guba? Ispeermichiis bifa akkaa furriittii maalif jijjiirama? maalo naaf himi.,Neutral
7227,Dubartiin takkaa yarooduraa ulfaa tahuuf hamma guyaan meeqaatii danddaa 2faa yoo ulfaa tateebodda walquunamtii salaa yoogagessan infashalahaa/ nidigaataa?,Neutral
7228,"Doctor mee otoo hin qooricha hin fayyadamin dubartiin tokkoo, guyyaan wal qunamtii goote ulfa'u gonkumma hin dandenyee ji'a kessa yoomii?",Neutral
7229,Lakkofsake Naf ergi,Neutral
7230,Maaliif yeroo spermii itti naqa na guba jetti shamarran tokko tokko,Neutral
7231,"Harkaa saamuna ittii dibe yoo ofi irraa baasuti samunichi gara qaama sala dhiraati seene rakkoo uumu Nii danda,aa?",Neutral
